t,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40
732,3.088910221,1.255924715,0.414963548,-0.627014587,-0.79085033,-0.442454769,0.556708375,-0.792228824,1.194477273,0.64295226,1.277843217,-0.341693347,1.909412044,-0.816727367,1.041390728,0.609148419,-0.905617493,1.130813728,1.248061746,3.208845902,-0.302949976,-0.924596714,-1.681414029,-0.274673107,-1.193001782,-0.321363631,1.032104697,1.797614155,0.210422834,0.074434788,1.538876932,-0.95196563,-1.160286242,-0.755192921,0.263099159,-0.344963665,1.81119208,-0.669572706,-0.474869279,-0.225641224
733,0.426804397,0.170165155,1.159350825,0.374126798,1.284872396,-0.206945433,-1.683210566,-0.735184676,1.086136912,-1.084190686,0.570080417,-0.343817094,0.43051759,-0.778008809,0.543542581,-1.575361507,1.400093967,-1.659263161,1.059225809,0.72468567,-0.886835253,0.258123344,1.046858496,-0.248091216,-1.186907702,-1.248621632,-0.823678517,1.872850536,-2.002711236,1.089873932,1.4534163,-1.217194919,0.311595479,-1.155601951,-1.961622509,-0.924928125,-0.055378192,-0.037541182,0.188347395,0.180576044
734,-2.194031515,0.241736457,-1.201540035,0.597894378,-0.063330337,-0.069304274,0.618370517,-0.737169297,-1.109942317,1.809438496,-0.011758991,-0.06327965,-2.330455759,0.8549404,-0.995293479,-1.399031015,0.896683113,-0.29190362,-0.924467042,0.992466718,-1.39413662,0.204941265,-1.730731776,-0.47834858,-1.069756587,-0.768460047,-1.101535893,-0.991036235,-1.219386144,-1.000565771,-0.148147668,2.511189297,1.912425401,-0.865927078,0.656151064,-1.791196621,1.841022068,-0.080955159,1.728673922,2.372975542
735,-2.166839356,-0.597073335,-2.562181405,1.210907059,0.777552334,-1.312703577,-1.028964991,1.865237527,0.831287377,-1.038766646,0.036397742,-1.581497737,-0.457373007,-0.631576352,-0.632359816,3.222176057,0.986370551,0.034577734,0.078435886,1.033182941,1.907323497,-0.363653827,0.536387526,1.190561877,-1.600932726,0.799120872,1.816935033,-0.147698487,-0.886563205,0.067980399,-0.386294096,-0.648453708,1.376083242,-1.254916463,-1.299373567,-1.014707566,1.017742955,0.832650619,1.728943404,0.980454159
736,-0.820944002,-0.442324375,-1.441767603,0.887805007,1.266110303,-1.772086327,-0.80464495,-0.352598443,0.281048285,-1.459571356,-0.26900242,-0.231348832,-0.196934453,2.108776423,0.745538175,-0.828990483,-2.080278468,-0.317784126,0.172582772,-0.870626975,-0.695835133,-0.563811974,-0.285734,1.007415859,2.016234184,0.613956599,-0.769720757,-1.117986818,0.419690756,0.299663954,-1.14755608,-0.469689531,1.206008843,0.218082876,1.115500812,-1.258345202,1.407707582,-1.828318354,0.103870419,-0.532242441
737,0.634778983,-0.143530721,1.643839606,0.691655016,-0.812211965,0.050006282,2.014624358,-2.837071788,-0.847542236,0.187832267,-1.018220311,1.266951361,0.578446161,-2.472483405,-1.184519844,-1.263819057,-2.623687819,-1.064899235,0.346681985,1.482410958,-0.444641655,-2.059192175,1.006046355,-0.335951505,-0.024885147,-0.079926407,-0.901127397,-0.436887738,0.249707502,-2.636805069,-0.825765775,1.308161804,0.688545991,0.056802434,-0.997280404,0.729943451,0.222841201,0.046585077,0.241152603,-1.766252966
738,-0.449039773,0.469536839,-1.165416352,-0.488123816,-0.556864097,1.232995258,-2.327037114,0.784593951,0.252354188,0.595987699,-0.903267275,-1.225790944,-1.214332896,0.951009079,-1.454782704,0.763810309,-2.141122978,-0.708968433,-0.080481587,-0.051703784,-0.155139563,1.808919048,-1.101164211,-0.236189694,0.559819539,-0.40481928,-0.590899075,0.079336263,0.35153717,0.292642321,1.089645175,0.205847393,0.045728146,-3.019650796,0.45216805,1.135037167,1.708972053,-0.459112144,0.119332368,0.061464868
739,-1.266104524,-2.047765571,-0.152248557,-0.566689249,-1.388852284,0.202410997,1.470516112,1.503111974,-0.019390038,-0.247935106,-0.433267048,1.035048863,0.740897282,0.050660688,-1.109743625,0.864349253,-0.488194277,0.413965562,0.677688147,0.206561877,-1.288845899,0.806066908,1.110714109,1.417996167,0.222860215,2.126076849,2.104516708,-1.114544429,0.638494397,2.653924998,-0.469603207,1.317600339,-0.867555646,0.013942876,0.592455501,0.546804566,-1.209521372,-0.23055143,0.602383859,0.967928001
740,-0.954187887,1.188886748,-0.825023799,-0.026370516,-1.71181312,1.003840306,-1.140237651,-0.632427417,0.284935742,1.123966259,-0.525151444,1.814371707,-0.241179466,0.850647796,0.316646336,-0.89843922,1.023470839,-0.700678435,-0.366389545,-0.131023603,0.800190614,0.103014523,-1.319423662,0.119364993,0.847777514,0.161239095,0.528668032,2.34289043,2.235930356,-1.647770607,0.067725607,-1.231508758,-1.018208065,0.339546937,0.369538464,1.567772961,1.143172013,-2.227626604,-1.185174742,0.457864039
741,2.377138462,-0.386349145,-0.796751475,0.836518682,0.472490255,-0.490434541,0.698839451,0.123982386,1.083869195,0.105750495,0.114891491,-0.499825155,-1.917615296,-1.127898581,0.911311601,-1.050497244,0.475095361,1.434332319,1.560496127,-0.903475288,-1.16346648,-2.075979554,1.301971812,-0.585456238,1.81780534,-0.667197938,-1.006341122,0.111937299,2.156123094,0.56690795,-0.62564292,1.716388666,-0.432241237,0.550661934,-0.012085317,-0.218169529,-0.091116461,0.629972703,-0.505450702,0.177666368
742,2.621928108,1.057063434,-1.328822421,1.281395786,-0.904087855,2.602931738,-1.649706551,2.650828686,-0.828678883,1.487593347,2.398505206,1.486864267,0.642854256,-0.80338812,-0.348551925,0.163709336,-0.891678596,-1.129550961,-0.188452692,-0.248029509,-0.132215011,-0.349889636,-2.366469342,0.49781781,0.163475888,1.453809285,-1.839795511,0.053743425,1.661719506,0.626738023,-1.655955376,-0.10942409,-0.221612535,-0.903158576,-0.607330325,-2.063260205,-1.146854883,0.910202591,-1.177569925,-1.452524553
743,1.454677266,0.423737713,1.836794875,-0.439460441,1.60276946,1.903218563,1.171673945,-1.201313157,-0.311170379,-0.412936625,1.384724877,-0.119305358,0.84426756,0.823201599,-0.009508091,1.488339249,0.926703534,-0.187614525,0.356843226,1.305699725,0.580102175,1.229083974,2.262817726,-0.3136082,1.683927435,-2.6405031,0.318510556,-0.625507651,0.127740642,1.883197185,-0.108804855,-1.112433345,-0.019642726,0.41155318,-1.525032509,-1.484153975,-1.68461591,2.863527224,-0.325500733,-1.677850946
744,-1.487378351,0.77394125,1.3986324,1.99213636,0.491501171,0.102187329,-1.290144232,-2.614117883,0.19709163,-1.579395134,0.94222922,2.276383669,1.203012171,-1.958344228,1.027857925,1.077565289,0.176820642,-1.5971055,0.20549946,1.529076377,0.413481257,-0.812674667,-0.27844313,-0.494331942,-1.189679547,0.804068786,2.004142681,-1.311343836,-0.806352536,-3.955345985,-1.237429838,-0.062964088,-1.028615063,0.281626424,0.32432405,-2.542694693,1.689443237,-1.137313416,-0.095669499,0.416565422
745,-2.439066073,1.896645415,-0.356961671,0.889768485,-1.587991097,0.651291913,0.081525007,-0.017151172,-1.058713267,2.356076696,-0.893355264,-0.912062224,-1.876027839,1.207049695,-0.739845219,-1.788282942,-0.249972887,0.362301196,0.279013281,-1.366235352,1.129755237,1.227349553,-0.693561787,1.789236056,-0.118932807,-0.481532592,-2.375794693,-0.340797092,-1.819737769,1.688501178,0.621532538,0.147788575,-0.19814069,-0.738946172,0.656388713,-1.163056402,-0.380671704,1.964876451,1.261907207,1.244999456
746,-1.17405184,0.098389389,1.480392223,0.132912966,-0.024002745,0.668247229,0.154213443,1.622930789,1.240191811,1.020357629,-1.340557884,0.718297448,1.303386888,-2.557623601,-0.157323996,0.964559666,-0.102932676,-1.03766264,1.433914124,-0.735710142,0.924198677,1.577764713,-0.260218117,0.228730374,-0.993316245,0.465050844,-0.792831236,-0.353613811,-2.091434882,-0.782852152,0.994736499,-1.228348573,-0.100872221,-1.40005049,-0.708726608,-1.773226971,1.835011757,-2.289095546,1.560808511,0.133326731
747,1.039678559,-1.779476668,-1.622030481,-0.006030674,-0.431635918,0.758543108,0.648693055,1.847972725,0.414285283,-0.863854599,1.112699561,0.127561656,-0.152494606,0.121886353,1.123914397,1.247118842,0.616596638,-0.199080654,-1.19584733,-0.841948731,2.368668348,-1.420741927,1.253941058,-0.804463423,0.484700608,0.328641769,-1.205731573,-0.024669763,-0.871668553,0.437614602,-0.074943856,-1.316508748,-1.168069636,0.303220012,1.425681921,-1.46699252,-0.200151935,2.036096589,-0.067530718,-0.088977613
748,3.314296109,1.159533642,0.52812031,0.712700782,0.090631728,-0.521919099,-0.710675971,0.126926232,-2.227738708,-1.33299115,2.541611821,0.320555024,-0.578118925,0.005473846,0.431746901,-0.00321841,1.361163465,-0.45635553,0.281474766,0.524839227,-0.37169764,-0.407038692,0.336869927,0.426277767,-1.269106572,0.533968796,-0.94265535,1.953827529,0.32360354,-0.445379103,-0.325723558,-1.119397798,-0.138434996,1.248914493,1.174792906,-0.107764931,0.547796795,-0.500792026,-1.510531641,0.735734825
749,1.784175821,0.655183672,-1.172800742,0.273550234,0.808169224,0.899707927,1.300706296,0.166563805,-1.097005482,0.568172742,4.68896354,1.323485652,0.888847553,1.851870675,-0.457462055,1.09551719,-0.62030035,-1.634439527,1.149529023,0.113884316,-0.328945313,-0.180347422,0.262234321,-0.352637756,-0.61652325,1.20532077,2.137474947,0.125043954,-0.115264747,-0.212049926,-0.945283041,-0.656955922,0.901117238,-0.564525046,-3.359184652,0.237834754,0.965040064,1.210027354,0.055241474,0.858836747
750,-1.101167529,0.305925682,-0.012073162,-1.40521185,-2.04791944,-1.145347196,0.372772852,-0.780362083,0.816212923,-0.479021797,1.569598545,0.567423657,0.544208432,-0.385169103,0.381209635,0.257060266,-0.001808301,-0.341847527,-0.510891918,-0.105113177,0.39139676,0.271319765,1.215940541,-1.064227515,0.342503758,-1.692181361,-1.759154746,0.071702516,1.89970491,0.497263789,-0.066057773,1.317636493,0.722979552,-1.185088944,2.565234033,0.469767825,-1.315074582,-0.501283394,1.18770078,-1.932263706
751,0.076093085,-0.211246728,-0.21652767,-0.456484733,0.986266806,0.574889968,-0.794750841,-1.195856763,1.168007774,0.085263278,-0.697690015,0.053783211,1.249501093,0.511741553,-1.072433061,-0.260239191,1.680621217,-0.362781533,1.951415082,1.445749148,0.386748281,-0.151198813,0.068519626,0.401348621,-0.883536287,0.44380241,-2.075978423,1.616670047,0.998963878,-0.603060281,1.567076698,-0.63900474,-0.380813358,-1.083582781,-3.128710664,0.15589484,-0.386286415,0.461536326,1.124342255,-1.319078335
752,-0.451082593,-0.194408951,0.663389431,0.921299121,-0.630058977,-1.551069359,0.878344896,0.409433766,-1.722020708,2.199609429,-0.370931089,2.293569128,1.23079724,0.504676554,1.087409859,0.403069835,0.042563491,0.068070634,-0.1815979,-2.222256147,1.611475241,0.47923902,0.649598178,-0.544299999,0.89842356,-1.587154102,0.894980585,-0.107274344,0.245570051,-0.813004283,0.96410353,-0.452508856,1.366656918,-0.650111431,3.155077606,1.138148509,-1.661750172,0.983139736,0.359297524,0.771561177
753,-2.141936468,0.940549414,0.839832985,0.416668678,0.428922659,-0.164224141,-0.252041681,0.507923969,-0.589040455,0.4029537,-0.660886039,-0.50942412,-0.884252777,0.259901446,-0.259204761,0.264658197,-0.504009074,-1.265984391,0.978711922,-0.349786903,1.104357975,-1.087280996,-0.377436136,-0.023523402,-0.117800932,-0.01396043,-0.637881157,-1.548462641,0.902251875,1.996896995,1.283338214,0.166081888,1.297771014,1.351439561,-1.319591792,2.302346278,-3.914466548,-0.068452571,0.295914551,0.221111928
754,-3.468405269,1.416818838,0.729944488,0.628284789,-0.562477576,-0.273277163,-0.877294513,-0.84512496,2.199090116,-1.371291214,-0.792785112,2.770956929,0.377338128,-0.718476502,0.531826285,-0.228965116,0.394387095,0.971472932,0.161635108,3.436285972,0.132123876,1.667631761,-0.058795944,-0.803625884,-0.679208739,-0.113489545,0.843296902,0.846155017,0.427609042,-0.142480897,0.691465125,-0.77958027,0.695959158,0.401942555,0.990205317,2.384262385,-1.180765686,0.632506398,0.249262654,-1.616811663
755,-0.769946217,-0.621660652,-0.043535656,0.3059667,1.290323453,-1.990706322,0.999138453,-0.494026884,-0.046049678,0.234286896,-1.251858777,0.775916618,0.263959556,-0.62298164,0.240663392,-0.99663641,0.847071922,-1.265127961,0.620195569,-1.116611084,1.451335166,1.138954148,-0.962437565,0.026433207,0.299919489,1.808027193,1.490212485,-0.717695546,-0.192418496,1.863337464,-0.430506641,0.924178696,-0.975106548,2.245884693,-1.475200779,2.438671013,-0.527376126,-0.297436085,0.618669763,-0.094883375
756,1.141425594,0.021672623,0.18403494,-1.272872124,0.390647399,0.248854246,-0.381182178,-0.386421334,-0.205732158,0.373793354,-0.282079761,0.894424517,0.663899694,-1.762134374,0.238889581,1.268694912,0.591317546,-0.729425251,-1.331235008,-0.621311476,0.723822348,0.005282827,-0.838429636,0.989245667,0.396692113,0.219945119,-1.636389366,-0.630567517,1.577076471,-1.541693486,-1.256040525,-1.666351025,-0.268974393,-0.592634198,1.529492338,1.649636486,1.091511424,0.473215022,-0.34524063,0.653824126
757,2.490000813,0.17742707,0.353881928,-2.266510206,-1.512534488,-1.049780268,1.465656017,1.215934076,0.703875399,1.716876058,0.825614439,2.259916339,0.823068747,-1.44169736,0.537097889,-0.04959409,0.574252518,1.267529116,1.236340844,0.247328222,0.24941175,-1.270231457,0.328899913,0.244558224,-1.033210527,1.258893693,-1.282673804,-0.867768288,0.544469377,1.000929676,0.429440593,0.211219589,0.06832237,-1.081330977,-1.088189078,0.995415321,-0.346955729,-1.484728372,-1.924668732,0.451327018
758,2.886743476,1.370499101,-1.015672223,-0.27251021,0.636212078,-0.376563918,-4.009598744,1.088912329,-0.566951029,-0.893368712,0.555896077,0.178577136,-0.168402262,1.263273341,-0.954457435,-0.844362709,-1.368215596,-0.415295636,-0.315509258,-1.477514531,0.163002299,0.43302237,1.019598981,0.262297298,-1.550760441,-0.825748143,0.574874984,1.945772648,-1.212616282,-1.432869634,0.866156292,1.157926245,-0.1089232,2.158998044,0.314687365,1.319523836,0.767026858,0.086844666,-1.849353181,0.32622214
759,1.964019193,0.058007847,0.931689379,-1.468055138,0.187561615,-0.124572637,3.440698395,-1.067674373,-2.57329137,0.822209901,-0.36783769,0.427379557,-0.30352222,0.598800614,0.491447864,0.157982335,-1.465936073,0.454662603,-0.822800676,-0.919391324,0.155711879,-0.380785372,-2.741359446,0.958966149,0.111317907,0.275713546,1.365424558,2.377769097,-0.230282583,0.275628587,3.060993855,-0.683329265,-0.244629906,0.593266616,1.116892097,-1.310764364,0.673874799,-0.567405108,-0.552118161,0.199804662
760,-1.006934668,-0.489866597,-2.805231513,-1.421967321,0.252136121,-0.307215358,-1.471924691,0.87488115,2.555579523,0.201481077,-1.476760318,1.26629931,-0.809335801,0.805508792,-0.36984941,1.800631852,-1.507692287,-1.20645452,0.19518482,-0.21716516,0.185671317,-0.349433521,1.651480462,-0.744539182,-2.116000187,0.70088647,-1.351777666,0.573732021,-0.190064955,0.273711526,-0.519260911,0.130950592,2.020859265,-1.089883027,-2.674863644,-0.759572584,0.02797296,-0.61327252,-0.887938783,0.482131367
761,-0.678812842,-0.023184629,-0.772618685,-1.480551372,2.063949747,-1.476308952,0.497297824,1.824535396,2.073796569,-1.307285936,-0.311458882,0.698156927,-0.780256144,-0.649174434,-0.099054675,0.411528559,-0.255713037,-0.501222256,0.21832985,-0.187743812,-0.518471093,0.886717476,-0.695159915,-2.851432767,-1.494682818,-0.606990414,0.274584238,-0.908467618,0.873521475,-0.715823924,0.138436924,0.768020844,-1.957528307,-0.124184206,1.848476398,-0.316218067,1.52583003,-0.883822658,0.183992614,0.172895611
762,-0.74087398,-0.587533963,-1.140068361,1.042898738,-1.229323219,-0.708224475,-0.440581462,0.319290992,-2.298840825,-0.46052529,-0.675459934,0.914761239,3.617879949,-0.726195968,0.147368416,0.095426411,1.184312211,1.777312647,-0.487864499,-0.526723875,-0.628455973,0.542911552,-0.047968802,-0.138523139,-0.121333671,1.708739758,-1.620930605,-1.642735005,0.166855649,0.744367731,0.449734779,-0.24450278,-1.089122893,1.368869673,-1.400288283,0.497558444,0.260978279,0.584244758,0.412591515,0.778199208
763,-0.290969959,1.062857284,-0.346172758,0.256769117,2.728042593,-1.168678897,-1.485544571,0.311269941,-0.062894723,0.336937886,-1.276700642,-0.202409771,-0.63712665,-0.492097575,0.112127911,0.159534887,1.000528234,-1.071519582,0.781275132,-0.03843292,1.813842199,-1.135913952,0.299539601,0.411373106,1.265218212,2.12408101,0.352680415,0.212607178,0.533001141,0.47187143,-0.744154312,1.537070702,1.312783751,0.957148231,-0.415549969,0.571146515,-0.288016347,0.207646716,-0.377309142,-0.190572015
764,0.255564734,-1.081028734,-2.900655865,0.729079911,-1.257879072,-1.236067133,1.730482996,0.138002955,0.994482798,-0.041788259,0.984689306,-2.351600136,-2.147988612,-0.046646847,0.154767732,0.532022234,1.170997709,0.017192672,0.126570656,-0.900787184,1.665287041,0.695763897,1.397534828,0.276442678,-0.36480619,1.876406812,-0.265150053,-0.028281114,-0.297585536,-1.782844378,0.364049119,-2.533274551,2.811142648,-0.523035495,-0.861178209,0.429353549,-0.48578787,0.206857048,-0.546835164,0.200428952
765,0.851065875,-0.007162728,-0.080681463,0.013748239,0.302031594,1.500278079,-0.560370558,-3.256176077,0.431486056,0.659830596,-0.845403003,0.222531751,1.081357779,1.29261301,1.284976538,-0.440547552,0.830982684,-0.128262555,-0.022402955,-0.240981536,-0.532311086,0.645844772,0.068564454,0.420306955,0.849928167,-0.316086983,-0.202277774,-0.555294537,-0.336588053,0.17908708,0.813348399,2.107860383,-0.057707265,0.097630981,0.374325166,1.382899028,-1.267749498,-0.108598539,-0.467572869,-0.098295992
766,2.591127327,0.008987846,-0.545260407,0.198589726,1.918507064,-1.117647629,0.839147342,-1.035665366,-2.63623082,1.147620725,-1.686836756,-1.864020906,-0.508501986,-0.58818701,1.707566909,-0.172205858,2.12692235,0.447177449,-1.88102082,0.773911633,-1.454624039,-1.288129312,-1.039874309,-0.610825283,-0.220703242,-1.491679172,0.418057741,-0.171294523,-1.317723551,-0.449639069,0.616800051,0.501481438,-0.163337027,2.431253184,0.368468167,0.676028046,-0.959581549,1.378830887,0.98063882,1.225832849
767,2.322465095,0.660539716,0.575281077,-1.817476322,-0.762146781,1.625829802,-1.534169788,2.164049265,1.094649923,-0.030517169,0.239688076,-0.213047957,-0.471677367,1.086274977,0.489707305,-0.247048066,-0.122742327,0.777019096,0.020114529,0.199117052,-0.29461386,0.71866984,0.501535853,-0.236796426,0.100834508,-1.904157735,0.348942506,-1.669708436,0.300623536,-0.623170208,-0.762849024,-1.525694889,1.502514596,0.531376163,0.883591875,0.862528961,1.370260428,0.574249742,0.93328066,0.759676448
768,1.07987577,-0.34644729,-1.085150585,-0.197103702,-0.223896155,1.224078572,0.86392308,0.365400083,2.434877082,0.656673036,-1.805540263,-1.166732102,0.603379096,-1.090459844,-1.316096559,0.749549802,-0.886613329,0.185669889,-0.022459941,-0.044494975,-0.643242356,1.025386219,0.285206515,0.827495018,-0.250393154,-1.029601699,-1.251572213,0.181727583,0.078485338,-0.627096523,-0.710637706,0.729844287,-1.101083703,-0.267172398,0.147844024,0.848882592,-0.620011102,1.66997056,0.234370712,-1.251243326
769,-0.391693115,0.099780611,0.520711985,0.279137322,0.354845431,1.122334748,-0.978813872,-2.012883516,-2.725179272,-0.962332726,-2.409507497,0.171365214,-0.032914294,0.268524012,0.519260216,-0.65439626,-0.043764218,-1.123890354,0.220610218,-0.773531824,1.909895428,0.040715814,-1.724821617,-1.47003565,-2.685969809,-1.117843294,0.025623878,1.805303332,-0.634834628,0.422762812,-0.701274121,-1.332383012,0.853820505,-0.64198045,1.192782128,0.433188876,0.188940692,0.240084266,0.023292247,-1.329000941
770,-2.768007037,0.897135732,0.033739956,0.982586332,-0.882009775,0.487651164,0.734921198,1.079822052,-0.564006529,-1.701226632,-2.227843218,-0.121146927,-1.886602791,-0.372491787,-0.428632905,-0.299062086,-1.37654899,1.844696211,2.369882969,-0.056086413,-0.923751263,-0.690754523,2.483754008,0.351774589,-0.510767277,-0.51322864,0.386629891,-0.407619622,-0.685664997,-0.689899671,2.668651729,-0.744194517,0.216282171,0.874112109,-0.290271611,1.416910894,-2.942907284,-0.046195615,-1.599216819,-0.096563262
771,-3.648885892,1.507828867,-0.374811443,1.208890114,1.099440216,1.169279124,0.679100994,0.719500648,0.607603836,0.936445001,-2.06422467,0.92519951,0.062846611,1.301963524,-0.922626744,0.217023423,0.261011369,-0.393532794,-2.679353876,-1.094264077,-0.689721472,-1.003579076,-0.844803716,-0.919132365,0.801876325,0.408752986,0.413798599,1.647790284,-1.947802629,0.077195369,0.090254453,0.449323032,0.295410713,0.511361576,-0.94695916,0.324024655,-0.007554986,-0.543472526,-0.695905368,-0.251700607
772,-2.403859371,-1.896141578,-0.135660159,-0.566424915,1.111293395,0.670278006,-0.196846327,-1.230331809,-0.143251336,1.018842323,-3.367610687,-0.874059649,0.073871452,-1.145388669,-1.664438199,2.476625824,0.681167377,1.82180921,-0.649299755,0.289821036,-1.10875521,2.688803761,0.153375464,1.480546964,-1.853905262,-0.32982238,0.020996105,-0.806349497,-1.040667976,0.007608748,-0.511731086,0.412606444,0.166648778,0.101491196,0.055414151,0.800312513,-2.196824257,0.397307929,1.343049089,1.243386099
773,0.082537509,-1.048009751,1.666685278,0.539329907,-0.909743997,-1.745507334,0.40965413,1.052085339,1.341543106,-2.621430707,-2.754483422,-1.0571281,0.110827994,1.90182828,-1.646209796,-0.345832721,-1.46272727,0.354820162,0.794975936,0.561797972,0.453220703,-0.74660018,1.520569942,-0.72707953,-0.62196014,-0.032948527,0.541199186,-1.207137311,0.426768107,-0.923377698,-0.04209281,1.3396886,0.899760442,-0.381337138,-1.556316143,1.170052018,0.472656396,0.293900777,0.959422141,0.102847445
774,2.066483226,0.221900182,1.312742172,1.400592111,1.52938972,0.126754883,-1.208898219,0.429483279,-1.041723717,-0.133411586,-1.371895377,0.869244731,-0.991945389,-2.935538147,-0.036393695,-0.82378522,-0.529535124,-2.096042874,1.39415185,-0.250995093,-0.290658265,0.178483872,-0.722554032,-0.847575914,0.399232158,-0.001737265,1.425626857,0.603423698,0.509514337,0.750975421,0.051830563,1.654799988,-0.678712556,-0.817804246,0.983460884,1.931841773,-2.447278663,-1.119995323,0.256300659,1.049225065
775,2.74729433,-0.561390695,-0.643490774,0.420741415,-0.622759566,-1.421893884,2.22728757,-1.104966756,1.091899064,2.96794232,0.122405218,-1.649305247,-0.257657577,1.142344297,-0.526753319,0.363072515,-0.405782931,-0.125687972,-1.13973483,-1.864341301,-0.761127954,-1.528973263,0.8316891,-0.424172414,-1.823665609,2.942365439,-1.005079812,0.372704932,-0.154445629,-0.255653402,-0.432687528,-2.10506475,0.7822573,1.287438808,-0.327629735,0.09118405,-1.47336512,0.46570959,0.761097741,1.415023831
776,1.995822131,0.767358897,-0.929738123,-1.070841945,0.582484622,-2.274377286,-1.923070556,0.671727878,0.189737621,-0.183602029,0.725183938,-2.043433144,0.407256382,-2.538028235,1.15700418,-1.438384961,1.799714121,-1.666552816,-0.845114941,-1.765658465,-0.152293154,-0.530448542,0.868784708,2.088377368,-1.285631348,-0.619806042,0.067496171,0.504217714,-0.087979938,-0.23184021,-0.670843004,0.351337607,0.128311454,1.173328836,0.936736642,2.022236448,-0.41175283,0.006764701,-0.233466887,-0.064431759
777,-0.858290695,-1.364122339,-0.72852387,-0.216150015,1.1620734,-0.521296538,1.072445076,-0.044735134,-1.560894282,-1.875566093,1.582574556,-1.211235143,1.128868109,1.746010711,0.849611567,0.696210784,-0.463087746,-0.370362166,1.414936189,0.462285194,1.574054031,1.409203194,-0.19161198,-1.226283813,0.16682617,1.005923559,1.03173234,-0.12971405,0.136582503,0.667742536,-1.579756158,-1.902047758,0.724429282,-0.909411667,0.573662633,1.532931172,-2.24941564,-0.262528777,-1.814954083,-0.640526894
778,-2.080816756,-1.819269121,-0.823529232,0.234239821,1.395178229,0.601818043,-0.458409158,-0.082398336,0.267373495,-1.535285288,1.262796634,-2.43162425,-0.383882383,-0.148712889,-0.953701851,-0.984820478,1.339076048,0.251430085,-0.020733719,-0.398419775,-1.185680068,1.408449536,0.174427276,-0.03461456,-0.664781442,-0.6155227,0.570520494,-2.14634285,-0.878824873,0.725030353,-1.00065787,1.236784932,-0.796530703,0.2158627,-0.790623434,0.664142804,-1.156278553,-0.338855479,-1.139302316,0.618309364
779,-0.433028122,1.286143393,-1.911442121,0.158754596,0.826533955,-1.450236339,0.913003124,0.919642801,2.426476643,0.923695103,2.010956676,-0.923535516,1.539586837,-0.166516738,-1.262418842,-0.401274673,1.624463209,-2.008434493,-1.997638416,-0.073930583,1.597387752,0.410953213,-0.80989108,-1.601688836,1.043040829,0.641144123,-0.396239366,0.417016387,1.566497744,-1.009566746,2.973679062,-0.729108634,0.663615391,-0.601766405,0.57658727,0.242977557,-0.619581148,-0.913720314,0.232229566,0.56080846
780,0.969599302,2.036154995,-1.142535481,-1.232942887,0.120775705,-1.173068138,0.545286299,-0.331631259,0.759510162,0.620805527,2.042747704,-1.696271054,0.922842042,-1.236895488,0.748164119,3.15880125,0.602413636,0.590397113,0.308258159,0.165248215,-0.510372634,-2.903302045,0.448732956,-1.352715564,-0.171862925,-1.847423434,-0.125566215,3.541264733,0.929695302,-0.289354467,1.020375757,-0.097597529,-0.751678158,0.220723514,-0.203399523,-0.402975323,-0.79669704,1.282518763,0.282212043,0.127525396
781,1.90774434,-0.085471022,0.444079002,0.959697613,-0.230934086,0.229267789,0.733592606,-0.975141518,-1.22386315,0.200336959,0.651780664,-1.411717716,-2.193780253,0.898043808,-1.766926755,-0.714000993,1.73935012,-0.064186322,0.606530548,-0.52646325,0.105403459,2.555693028,0.44805277,-0.53258301,0.691738385,0.861063865,-0.962061392,-0.455297585,1.012708309,0.359280794,1.017598772,1.914927186,0.150814347,0.488529514,1.172486771,-0.210520997,-1.399482473,-1.893939911,1.192044914,-0.368699615
782,0.826672678,-2.162552483,-1.581751803,0.458596105,-0.72263923,-0.868459519,-0.412986706,0.949085957,-0.405540501,1.324217351,1.167489437,-1.955326315,0.268656197,-1.697029041,-0.45931471,0.42598726,0.487884133,1.952984474,-2.083408298,-0.034861696,0.718003463,0.348336997,-1.85202699,0.44647892,-0.479400728,-0.501072555,-0.569046868,-0.226693445,-0.391060992,-1.460437684,-2.279461257,0.050389059,0.746139221,1.290232624,-1.061741356,0.872295052,1.081723534,1.588952049,0.672548625,0.063745741
783,-0.854571188,-0.623813796,0.801974187,0.765934888,1.059952566,-0.17437404,0.700851468,2.503579101,0.012726256,-0.452471972,-0.40695248,-0.24380613,0.956662231,1.010055473,-0.431293196,-0.391326917,-0.779138376,0.258822342,0.386112877,2.014668293,0.492832303,-1.462543907,-0.11003301,2.277765406,-0.17083237,1.896241355,2.820850152,0.35783023,0.737445044,-0.262369684,-2.141190862,-0.782837812,-0.499250143,-0.408264176,0.192676844,0.406514751,1.13709437,-2.492942763,-0.330120253,0.824251568
